model_short,model_full,asset,stride_letter,stride_label,scenario,scenario_id
Medini,Medini Analyze (tool-generated),uu_mllm_link ↔ mllm_link_2,I,Information Disclosure,Information Disclosure of uu_mllm_link ↔ mllm_link_2,T094
Medini,Medini Analyze (tool-generated),uu_mllm_link ↔ mllm_link_2,T,Tampering,Tampering of uu_mllm_link ↔ mllm_link_2,T095
Medini,Medini Analyze (tool-generated),uu_mllm_link ↔ mllm_link_2,D,Denial of Service,Denial of Service of uu_mllm_link ↔ mllm_link_2,T096
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload,I,Information Disclosure,Information Disclosure of ASN.1 UPER payload,T097
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload,T,Tampering,Tampering of ASN.1 UPER payload,T098
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload,D,Denial of Service,Denial of Service of ASN.1 UPER payload,T099
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload,S,Spoofing,Spoofing of ASN.1 UPER payload,T100
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload,E,Elevation of Privilege,Elevation of Privilege of ASN.1 UPER payload,T101
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload,R,Repudiation,Repudiation of ASN.1 UPER payload,T102
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload::content_in,I,Information Disclosure,Information Disclosure of content_in,T103
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload::content_in,T,Tampering,Tampering of content_in,T104
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload::content_in,D,Denial of Service,Denial of Service of content_in,T105
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload::denm_out,I,Information Disclosure,Information Disclosure of denm_out,T106
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload::denm_out,T,Tampering,Tampering of denm_out,T107
Medini,Medini Analyze (tool-generated),ASN.1 UPER payload::denm_out,D,Denial of Service,Denial of Service of denm_out,T108
Medini,Medini Analyze (tool-generated),denm_out ↔ denm_in,I,Information Disclosure,Information Disclosure of denm_out ↔ denm_in,T109
Medini,Medini Analyze (tool-generated),denm_out ↔ denm_in,T,Tampering,Tampering of denm_out ↔ denm_in,T110
Medini,Medini Analyze (tool-generated),denm_out ↔ denm_in,D,Denial of Service,Denial of Service of denm_out ↔ denm_in,T111
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM",I,Information Disclosure,"Information Disclosure of Signs, PC5, HSM",T112
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM",T,Tampering,"Tampering of Signs, PC5, HSM",T113
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM",D,Denial of Service,"Denial of Service of Signs, PC5, HSM",T114
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM",S,Spoofing,"Spoofing of Signs, PC5, HSM",T115
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM",E,Elevation of Privilege,"Elevation of Privilege of Signs, PC5, HSM",T116
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM",R,Repudiation,"Repudiation of Signs, PC5, HSM",T117
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::denm_in",I,Information Disclosure,Information Disclosure of denm_in,T118
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::denm_in",T,Tampering,Tampering of denm_in,T119
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::denm_in",D,Denial of Service,Denial of Service of denm_in,T120
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::pc5_out",I,Information Disclosure,Information Disclosure of pc5_out,T121
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::pc5_out",T,Tampering,Tampering of pc5_out,T122
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::pc5_out",D,Denial of Service,Denial of Service of pc5_out,T123
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::uu_uplink",I,Information Disclosure,Information Disclosure of uu_uplink,T124
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::uu_uplink",T,Tampering,Tampering of uu_uplink,T125
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::uu_uplink",D,Denial of Service,Denial of Service of uu_uplink,T126
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::uu_link",I,Information Disclosure,Information Disclosure of uu_link,T127
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::uu_link",T,Tampering,Tampering of uu_link,T128
Medini,Medini Analyze (tool-generated),"Signs, PC5, HSM::uu_link",D,Denial of Service,Denial of Service of uu_link,T129
Medini,Medini Analyze (tool-generated),pc5_out ↔ pc5_in,I,Information Disclosure,Information Disclosure of pc5_out ↔ pc5_in,T130
Medini,Medini Analyze (tool-generated),pc5_out ↔ pc5_in,T,Tampering,Tampering of pc5_out ↔ pc5_in,T131
Medini,Medini Analyze (tool-generated),pc5_out ↔ pc5_in,D,Denial of Service,Denial of Service of pc5_out ↔ pc5_in,T132
Medini,Medini Analyze (tool-generated),uu_uplink ↔ uu_in,I,Information Disclosure,Information Disclosure of uu_uplink ↔ uu_in,T133
Medini,Medini Analyze (tool-generated),uu_uplink ↔ uu_in,T,Tampering,Tampering of uu_uplink ↔ uu_in,T134
Medini,Medini Analyze (tool-generated),uu_uplink ↔ uu_in,D,Denial of Service,Denial of Service of uu_uplink ↔ uu_in,T135
Medini,Medini Analyze (tool-generated),uu_link ↔ uu_link_rsu,I,Information Disclosure,Information Disclosure of uu_link ↔ uu_link_rsu,T136
Medini,Medini Analyze (tool-generated),uu_link ↔ uu_link_rsu,T,Tampering,Tampering of uu_link ↔ uu_link_rsu,T137
Medini,Medini Analyze (tool-generated),uu_link ↔ uu_link_rsu,D,Denial of Service,Denial of Service of uu_link ↔ uu_link_rsu,T138
Medini,Medini Analyze (tool-generated),PC5 + Uumodem,I,Information Disclosure,Information Disclosure of PC5 + Uumodem,T139
Medini,Medini Analyze (tool-generated),PC5 + Uumodem,T,Tampering,Tampering of PC5 + Uumodem,T140
Medini,Medini Analyze (tool-generated),PC5 + Uumodem,D,Denial of Service,Denial of Service of PC5 + Uumodem,T141
Medini,Medini Analyze (tool-generated),PC5 + Uumodem,S,Spoofing,Spoofing of PC5 + Uumodem,T142
Medini,Medini Analyze (tool-generated),PC5 + Uumodem,E,Elevation of Privilege,Elevation of Privilege of PC5 + Uumodem,T143
Medini,Medini Analyze (tool-generated),PC5 + Uumodem,R,Repudiation,Repudiation of PC5 + Uumodem,T144
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::pc5_in,I,Information Disclosure,Information Disclosure of pc5_in,T145
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::pc5_in,T,Tampering,Tampering of pc5_in,T146
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::pc5_in,D,Denial of Service,Denial of Service of pc5_in,T147
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::warning_out,I,Information Disclosure,Information Disclosure of warning_out,T148
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::warning_out,T,Tampering,Tampering of warning_out,T149
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::warning_out,D,Denial of Service,Denial of Service of warning_out,T150
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::uu_modem,I,Information Disclosure,Information Disclosure of uu_modem,T151
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::uu_modem,T,Tampering,Tampering of uu_modem,T152
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::uu_modem,D,Denial of Service,Denial of Service of uu_modem,T153
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::uu_modem,I,Information Disclosure,Information Disclosure of uu_modem,T154
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::uu_modem,T,Tampering,Tampering of uu_modem,T155
Medini,Medini Analyze (tool-generated),PC5 + Uumodem::uu_modem,D,Denial of Service,Denial of Service of uu_modem,T156
Medini,Medini Analyze (tool-generated),warning_out ↔ warning_in,I,Information Disclosure,Information Disclosure of warning_out ↔ warning_in,T157
Medini,Medini Analyze (tool-generated),warning_out ↔ warning_in,T,Tampering,Tampering of warning_out ↔ warning_in,T158
Medini,Medini Analyze (tool-generated),warning_out ↔ warning_in,D,Denial of Service,Denial of Service of warning_out ↔ warning_in,T159
Medini,Medini Analyze (tool-generated),uu_modem ↔ uu_in_2,I,Information Disclosure,Information Disclosure of uu_modem ↔ uu_in_2,T160
Medini,Medini Analyze (tool-generated),uu_modem ↔ uu_in_2,T,Tampering,Tampering of uu_modem ↔ uu_in_2,T161
Medini,Medini Analyze (tool-generated),uu_modem ↔ uu_in_2,D,Denial of Service,Denial of Service of uu_modem ↔ uu_in_2,T162
Medini,Medini Analyze (tool-generated),"Verify, warning logic",I,Information Disclosure,"Information Disclosure of Verify, warning logic",T163
Medini,Medini Analyze (tool-generated),"Verify, warning logic",T,Tampering,"Tampering of Verify, warning logic",T164
Medini,Medini Analyze (tool-generated),"Verify, warning logic",D,Denial of Service,"Denial of Service of Verify, warning logic",T165
Medini,Medini Analyze (tool-generated),"Verify, warning logic",S,Spoofing,"Spoofing of Verify, warning logic",T166
Medini,Medini Analyze (tool-generated),"Verify, warning logic",E,Elevation of Privilege,"Elevation of Privilege of Verify, warning logic",T167
Medini,Medini Analyze (tool-generated),"Verify, warning logic",R,Repudiation,"Repudiation of Verify, warning logic",T168
Medini,Medini Analyze (tool-generated),"Verify, warning logic::warning_in",I,Information Disclosure,Information Disclosure of warning_in,T169
Medini,Medini Analyze (tool-generated),"Verify, warning logic::warning_in",T,Tampering,Tampering of warning_in,T170
Medini,Medini Analyze (tool-generated),"Verify, warning logic::warning_in",D,Denial of Service,Denial of Service of warning_in,T171
Medini,Medini Analyze (tool-generated),"Verify, warning logic::alert_out",I,Information Disclosure,Information Disclosure of alert_out,T172
Medini,Medini Analyze (tool-generated),"Verify, warning logic::alert_out",T,Tampering,Tampering of alert_out,T173
Medini,Medini Analyze (tool-generated),"Verify, warning logic::alert_out",D,Denial of Service,Denial of Service of alert_out,T174
Medini,Medini Analyze (tool-generated),alert_out ↔ alert_in,I,Information Disclosure,Information Disclosure of alert_out ↔ alert_in,T175
Medini,Medini Analyze (tool-generated),alert_out ↔ alert_in,T,Tampering,Tampering of alert_out ↔ alert_in,T176
Medini,Medini Analyze (tool-generated),alert_out ↔ alert_in,D,Denial of Service,Denial of Service of alert_out ↔ alert_in,T177
Medini,Medini Analyze (tool-generated),Visual + audio alert,I,Information Disclosure,Information Disclosure of Visual + audio alert,T178
Medini,Medini Analyze (tool-generated),Visual + audio alert,T,Tampering,Tampering of Visual + audio alert,T179
Medini,Medini Analyze (tool-generated),Visual + audio alert,D,Denial of Service,Denial of Service of Visual + audio alert,T180
Medini,Medini Analyze (tool-generated),Visual + audio alert,S,Spoofing,Spoofing of Visual + audio alert,T181
Medini,Medini Analyze (tool-generated),Visual + audio alert,E,Elevation of Privilege,Elevation of Privilege of Visual + audio alert,T182
Medini,Medini Analyze (tool-generated),Visual + audio alert,R,Repudiation,Repudiation of Visual + audio alert,T183
Medini,Medini Analyze (tool-generated),Visual + audio alert::alert_in,I,Information Disclosure,Information Disclosure of alert_in,T184
Medini,Medini Analyze (tool-generated),Visual + audio alert::alert_in,T,Tampering,Tampering of alert_in,T185
Medini,Medini Analyze (tool-generated),Visual + audio alert::alert_in,D,Denial of Service,Denial of Service of alert_in,T186
Medini,Medini Analyze (tool-generated),Gemini API,I,Information Disclosure,Information Disclosure of Gemini API,T187
Medini,Medini Analyze (tool-generated),Gemini API,T,Tampering,Tampering of Gemini API,T188
Medini,Medini Analyze (tool-generated),Gemini API,D,Denial of Service,Denial of Service of Gemini API,T189
Medini,Medini Analyze (tool-generated),Gemini API,S,Spoofing,Spoofing of Gemini API,T190
Medini,Medini Analyze (tool-generated),Gemini API,E,Elevation of Privilege,Elevation of Privilege of Gemini API,T191
Medini,Medini Analyze (tool-generated),Gemini API,R,Repudiation,Repudiation of Gemini API,T192
Medini,Medini Analyze (tool-generated),Gemini API::mllm_in,I,Information Disclosure,Information Disclosure of mllm_in,T193
Medini,Medini Analyze (tool-generated),Gemini API::mllm_in,T,Tampering,Tampering of mllm_in,T194
Medini,Medini Analyze (tool-generated),Gemini API::mllm_in,D,Denial of Service,Denial of Service of mllm_in,T195
Medini,Medini Analyze (tool-generated),Gemini API::mllm_in_2,I,Information Disclosure,Information Disclosure of mllm_in_2,T196
Medini,Medini Analyze (tool-generated),Gemini API::mllm_in_2,T,Tampering,Tampering of mllm_in_2,T197
Medini,Medini Analyze (tool-generated),Gemini API::mllm_in_2,D,Denial of Service,Denial of Service of mllm_in_2,T198
Medini,Medini Analyze (tool-generated),Gemini API::mllm_link_1,I,Information Disclosure,Information Disclosure of mllm_link_1,T199
Medini,Medini Analyze (tool-generated),Gemini API::mllm_link_1,T,Tampering,Tampering of mllm_link_1,T200
Medini,Medini Analyze (tool-generated),Gemini API::mllm_link_1,D,Denial of Service,Denial of Service of mllm_link_1,T201
Medini,Medini Analyze (tool-generated),Gemini API::mllm_link_2,I,Information Disclosure,Information Disclosure of mllm_link_2,T202
Medini,Medini Analyze (tool-generated),Gemini API::mllm_link_2,T,Tampering,Tampering of mllm_link_2,T203
Medini,Medini Analyze (tool-generated),Gemini API::mllm_link_2,D,Denial of Service,Denial of Service of mllm_link_2,T204
Medini,Medini Analyze (tool-generated),"PKI, operator",I,Information Disclosure,"Information Disclosure of PKI, operator",T205
Medini,Medini Analyze (tool-generated),"PKI, operator",T,Tampering,"Tampering of PKI, operator",T206
Medini,Medini Analyze (tool-generated),"PKI, operator",D,Denial of Service,"Denial of Service of PKI, operator",T207
Medini,Medini Analyze (tool-generated),"PKI, operator",S,Spoofing,"Spoofing of PKI, operator",T208
Medini,Medini Analyze (tool-generated),"PKI, operator",E,Elevation of Privilege,"Elevation of Privilege of PKI, operator",T209
Medini,Medini Analyze (tool-generated),"PKI, operator",R,Repudiation,"Repudiation of PKI, operator",T210
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_in",I,Information Disclosure,Information Disclosure of uu_in,T211
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_in",T,Tampering,Tampering of uu_in,T212
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_in",D,Denial of Service,Denial of Service of uu_in,T213
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_in_2",I,Information Disclosure,Information Disclosure of uu_in_2,T214
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_in_2",T,Tampering,Tampering of uu_in_2,T215
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_in_2",D,Denial of Service,Denial of Service of uu_in_2,T216
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_link_rsu",I,Information Disclosure,Information Disclosure of uu_link_rsu,T217
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_link_rsu",T,Tampering,Tampering of uu_link_rsu,T218
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_link_rsu",D,Denial of Service,Denial of Service of uu_link_rsu,T219
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_modem_out",I,Information Disclosure,Information Disclosure of uu_modem_out,T220
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_modem_out",T,Tampering,Tampering of uu_modem_out,T221
Medini,Medini Analyze (tool-generated),"PKI, operator::uu_modem_out",D,Denial of Service,Denial of Service of uu_modem_out,T222
Medini,Medini Analyze (tool-generated),uu_modem_out ↔ uu_modem,I,Information Disclosure,Information Disclosure of uu_modem_out ↔ uu_modem,T223
Medini,Medini Analyze (tool-generated),uu_modem_out ↔ uu_modem,T,Tampering,Tampering of uu_modem_out ↔ uu_modem,T224
Medini,Medini Analyze (tool-generated),uu_modem_out ↔ uu_modem,D,Denial of Service,Denial of Service of uu_modem_out ↔ uu_modem,T225
